,DAY_OF_MONTH,DAY_OF_WEEK,OP_UNIQUE_CARRIER,OP_CARRIER,TAIL_NUM,OP_CARRIER_FL_NUM,ORIGIN,DEST,DEP_TIME_BLK,CANCELLED,DIVERTED,DISTANCE,ORIGIN_CITY,ORIGIN_STATE_OR_REGION,ORIGIN_FULL_NAME,GMT_DEP,DEST_CITY,DEST_STATE_OR_REGION,DEST_FULL_NAME,GMT_ARR
619954,31,4,AA,AA,N925AN,2322,SNA,ORD,0800-0859,1.0,0.0,1726.0,Orange County,CA,California,8,Chicago,IL,Illinois,6
619955,31,4,AA,AA,N925AN,2322,SNA,ORD,0800-0859,1.0,0.0,1726.0,Orange County,CA,California,8,Chicago,IL,Illinois,6
619957,31,4,AA,AA,N357PV,2324,PHL,ORD,0001-0559,1.0,0.0,678.0,Philadelphia,PA,Pennsylvania,5,Chicago,IL,Illinois,6
619958,31,4,AA,AA,N357PV,2324,PHL,ORD,0001-0559,1.0,0.0,678.0,Philadelphia,PA,Pennsylvania,5,Chicago,IL,Illinois,6
619961,31,4,AA,AA,N968NN,2327,AUS,ORD,0800-0859,1.0,0.0,977.0,Austin,TX,Texas,6,Chicago,IL,Illinois,6
619962,31,4,AA,AA,N968NN,2327,AUS,ORD,0800-0859,1.0,0.0,977.0,Austin,TX,Texas,6,Chicago,IL,Illinois,6
620002,31,4,MQ,MQ,N928AE,3983,DAY,ORD,1900-1959,1.0,0.0,240.0,Dayton,OH,Ohio,5,Chicago,IL,Illinois,6
620003,31,4,MQ,MQ,N928AE,3983,DAY,ORD,1900-1959,1.0,0.0,240.0,Dayton,OH,Ohio,5,Chicago,IL,Illinois,6
620004,31,4,MQ,MQ,N676AE,3983,ORD,DAY,1600-1659,1.0,0.0,240.0,Chicago,IL,Illinois,6,Dayton,OH,Ohio,5
620005,31,4,MQ,MQ,N676AE,3983,ORD,DAY,1600-1659,1.0,0.0,240.0,Chicago,IL,Illinois,6,Dayton,OH,Ohio,5
620010,31,4,MQ,MQ,N247NN,3986,DSM,ORD,0001-0559,1.0,0.0,299.0,Des Moines,IA,Iowa,6,Chicago,IL,Illinois,6
620011,31,4,MQ,MQ,N247NN,3986,DSM,ORD,0001-0559,1.0,0.0,299.0,Des Moines,IA,Iowa,6,Chicago,IL,Illinois,6
620014,31,4,MQ,MQ,N615AE,3988,DSM,ORD,1700-1759,1.0,0.0,299.0,Des Moines,IA,Iowa,6,Chicago,IL,Illinois,6
620015,31,4,MQ,MQ,N615AE,3988,DSM,ORD,1700-1759,1.0,0.0,299.0,Des Moines,IA,Iowa,6,Chicago,IL,Illinois,6
620016,31,4,MQ,MQ,N612AE,3988,ORD,DSM,1500-1559,1.0,0.0,299.0,Chicago,IL,Illinois,6,Des Moines,IA,Iowa,6
620017,31,4,MQ,MQ,N612AE,3988,ORD,DSM,1500-1559,1.0,0.0,299.0,Chicago,IL,Illinois,6,Des Moines,IA,Iowa,6
620024,31,4,MQ,MQ,N237NN,3991,ORD,MCI,0700-0759,1.0,0.0,403.0,Chicago,IL,Illinois,6,Kansas City,MO,Missouri,6
620025,31,4,MQ,MQ,N237NN,3991,ORD,MCI,0700-0759,1.0,0.0,403.0,Chicago,IL,Illinois,6,Kansas City,MO,Missouri,6
620028,31,4,MQ,MQ,N688AE,3993,FWA,ORD,1000-1059,1.0,0.0,157.0,Fort Wayne,IN,Indiana,5,Chicago,IL,Illinois,6
620029,31,4,MQ,MQ,N688AE,3993,FWA,ORD,1000-1059,1.0,0.0,157.0,Fort Wayne,IN,Indiana,5,Chicago,IL,Illinois,6
620030,31,4,MQ,MQ,N697AB,3993,ORD,FWA,0800-0859,1.0,0.0,157.0,Chicago,IL,Illinois,6,Fort Wayne,IN,Indiana,5
620031,31,4,MQ,MQ,N697AB,3993,ORD,FWA,0800-0859,1.0,0.0,157.0,Chicago,IL,Illinois,6,Fort Wayne,IN,Indiana,5
620038,31,4,MQ,MQ,N676AE,3997,GSP,ORD,1000-1059,1.0,0.0,577.0,Greenville,SC,South Carolina,5,Chicago,IL,Illinois,6
620039,31,4,MQ,MQ,N676AE,3997,GSP,ORD,1000-1059,1.0,0.0,577.0,Greenville,SC,South Carolina,5,Chicago,IL,Illinois,6
620040,31,4,MQ,MQ,N676AE,3997,ORD,GSP,0700-0759,1.0,0.0,577.0,Chicago,IL,Illinois,6,Greenville,SC,South Carolina,5
620041,31,4,MQ,MQ,N676AE,3997,ORD,GSP,0700-0759,1.0,0.0,577.0,Chicago,IL,Illinois,6,Greenville,SC,South Carolina,5
620042,31,4,MQ,MQ,N528EG,3998,IAH,ORD,1600-1659,1.0,0.0,925.0,Houston,TX,Texas,6,Chicago,IL,Illinois,6
620043,31,4,MQ,MQ,N528EG,3998,IAH,ORD,1600-1659,1.0,0.0,925.0,Houston,TX,Texas,6,Chicago,IL,Illinois,6
620044,31,4,MQ,MQ,N541EA,3998,ORD,IAH,1300-1359,1.0,0.0,925.0,Chicago,IL,Illinois,6,Houston,TX,Texas,6
620045,31,4,MQ,MQ,N541EA,3998,ORD,IAH,1300-1359,1.0,0.0,925.0,Chicago,IL,Illinois,6,Houston,TX,Texas,6
620048,31,4,MQ,MQ,N612AE,3999,ORD,CVG,1200-1259,1.0,0.0,264.0,Chicago,IL,Illinois,6,Cincinnati,OH,Ohio,5
620049,31,4,MQ,MQ,N612AE,3999,ORD,CVG,1200-1259,1.0,0.0,264.0,Chicago,IL,Illinois,6,Cincinnati,OH,Ohio,5
620054,31,4,MQ,MQ,N253NN,4003,ORD,XNA,1500-1559,1.0,0.0,522.0,Chicago,IL,Illinois,6,Fayetteville,AR,Arkansas,6
620055,31,4,MQ,MQ,N253NN,4003,ORD,XNA,1500-1559,1.0,0.0,522.0,Chicago,IL,Illinois,6,Fayetteville,AR,Arkansas,6
620056,31,4,MQ,MQ,N253NN,4003,XNA,ORD,1700-1759,1.0,0.0,522.0,Fayetteville,AR,Arkansas,6,Chicago,IL,Illinois,6
620057,31,4,MQ,MQ,N253NN,4003,XNA,ORD,1700-1759,1.0,0.0,522.0,Fayetteville,AR,Arkansas,6,Chicago,IL,Illinois,6
620058,31,4,MQ,MQ,N543EA,4004,ORD,RIC,1200-1259,1.0,0.0,642.0,Chicago,IL,Illinois,6,Richmond,VA,Virginia,5
620059,31,4,MQ,MQ,N543EA,4004,ORD,RIC,1200-1259,1.0,0.0,642.0,Chicago,IL,Illinois,6,Richmond,VA,Virginia,5
620060,31,4,MQ,MQ,N542EA,4004,RIC,ORD,1600-1659,1.0,0.0,642.0,Richmond,VA,Virginia,5,Chicago,IL,Illinois,6
620061,31,4,MQ,MQ,N542EA,4004,RIC,ORD,1600-1659,1.0,0.0,642.0,Richmond,VA,Virginia,5,Chicago,IL,Illinois,6
620089,31,4,MQ,MQ,N650AE,4025,LSE,ORD,1000-1059,1.0,0.0,215.0,La Crosse,WI,Wisconsin,6,Chicago,IL,Illinois,6
620090,31,4,MQ,MQ,N650AE,4025,LSE,ORD,1000-1059,1.0,0.0,215.0,La Crosse,WI,Wisconsin,6,Chicago,IL,Illinois,6
620091,31,4,MQ,MQ,N650AE,4025,ORD,LSE,0800-0859,1.0,0.0,215.0,Chicago,IL,Illinois,6,La Crosse,WI,Wisconsin,6
620092,31,4,MQ,MQ,N650AE,4025,ORD,LSE,0800-0859,1.0,0.0,215.0,Chicago,IL,Illinois,6,La Crosse,WI,Wisconsin,6
620114,31,4,AA,AA,N920US,562,PHX,ORD,1100-1159,1.0,0.0,1440.0,Phoenix,AZ,Arizona,7,Chicago,IL,Illinois,6
620115,31,4,AA,AA,N920US,562,PHX,ORD,1100-1159,1.0,0.0,1440.0,Phoenix,AZ,Arizona,7,Chicago,IL,Illinois,6
620178,31,4,AA,AA,N816AA,1625,ORD,DFW,0700-0759,1.0,0.0,801.0,Chicago,IL,Illinois,6,Dallas,TX,Texas,6
620179,31,4,AA,AA,N816AA,1625,ORD,DFW,0700-0759,1.0,0.0,801.0,Chicago,IL,Illinois,6,Dallas,TX,Texas,6
620211,31,4,AA,AA,N954UW,1656,CLE,PHL,0001-0559,1.0,0.0,363.0,Cleveland,OH,Ohio,5,Philadelphia,PA,Pennsylvania,5
620225,31,4,AA,AA,N161UW,1668,CLT,ORD,0700-0759,1.0,0.0,599.0,Charlotte,NC,North Carolina,5,Chicago,IL,Illinois,6
620226,31,4,AA,AA,N161UW,1668,CLT,ORD,0700-0759,1.0,0.0,599.0,Charlotte,NC,North Carolina,5,Chicago,IL,Illinois,6
620242,31,4,AA,AA,N935NN,1485,ORD,SEA,2000-2059,1.0,0.0,1721.0,Chicago,IL,Illinois,6,Seattle,WA,Washington,8
620243,31,4,AA,AA,N935NN,1485,ORD,SEA,2000-2059,1.0,0.0,1721.0,Chicago,IL,Illinois,6,Seattle,WA,Washington,8
620246,31,4,AA,AA,N870NN,1486,ORD,DCA,1300-1359,1.0,0.0,612.0,Chicago,IL,Illinois,6,Washington DC ,DC,District of Columbia,5
620247,31,4,AA,AA,N870NN,1486,ORD,DCA,1300-1359,1.0,0.0,612.0,Chicago,IL,Illinois,6,Washington DC ,DC,District of Columbia,5
620256,31,4,AA,AA,N355PU,1495,MIA,ORD,0600-0659,1.0,0.0,1197.0,Miami,FL,Florida,5,Chicago,IL,Illinois,6
620257,31,4,AA,AA,N355PU,1495,MIA,ORD,0600-0659,1.0,0.0,1197.0,Miami,FL,Florida,5,Chicago,IL,Illinois,6
620263,31,4,AA,AA,N354PT,1509,BOS,ORD,0600-0659,1.0,0.0,867.0,Boston,MA,Massachusetts,5,Chicago,IL,Illinois,6
620264,31,4,AA,AA,N354PT,1509,BOS,ORD,0600-0659,1.0,0.0,867.0,Boston,MA,Massachusetts,5,Chicago,IL,Illinois,6
620265,31,4,AA,AA,N998NN,1510,MSP,ORD,0001-0559,1.0,0.0,334.0,Minneapolis,MN,Minnesota,6,Chicago,IL,Illinois,6
620266,31,4,AA,AA,N998NN,1510,MSP,ORD,0001-0559,1.0,0.0,334.0,Minneapolis,MN,Minnesota,6,Chicago,IL,Illinois,6
620280,31,4,AA,AA,N901NN,1534,ORD,RDU,1800-1859,1.0,0.0,646.0,Chicago,IL,Illinois,6,Raleigh,NC,North Carolina,5
620281,31,4,AA,AA,N901NN,1534,ORD,RDU,1800-1859,1.0,0.0,646.0,Chicago,IL,Illinois,6,Raleigh,NC,North Carolina,5
620282,31,4,AA,AA,N903NN,1535,SJC,ORD,0700-0759,1.0,0.0,1829.0,San Jose,CA,California,8,Chicago,IL,Illinois,6
620283,31,4,AA,AA,N903NN,1535,SJC,ORD,0700-0759,1.0,0.0,1829.0,San Jose,CA,California,8,Chicago,IL,Illinois,6
620286,31,4,AA,AA,N877NN,1540,SEA,ORD,0001-0559,1.0,0.0,1721.0,Seattle,WA,Washington,8,Chicago,IL,Illinois,6
620287,31,4,AA,AA,N877NN,1540,SEA,ORD,0001-0559,1.0,0.0,1721.0,Seattle,WA,Washington,8,Chicago,IL,Illinois,6
620302,31,4,AA,AA,N982NN,1557,TPA,ORD,0700-0759,1.0,0.0,1011.0,Tampa,FL,Florida,5,Chicago,IL,Illinois,6
620303,31,4,AA,AA,N982NN,1557,TPA,ORD,0700-0759,1.0,0.0,1011.0,Tampa,FL,Florida,5,Chicago,IL,Illinois,6
620304,31,4,AA,AA,N870NN,1559,ORD,MSP,1500-1559,1.0,0.0,334.0,Chicago,IL,Illinois,6,Minneapolis,MN,Minnesota,6
620305,31,4,AA,AA,N870NN,1559,ORD,MSP,1500-1559,1.0,0.0,334.0,Chicago,IL,Illinois,6,Minneapolis,MN,Minnesota,6
620309,31,4,AA,AA,N978NN,1565,ORD,MCO,0700-0759,1.0,0.0,1005.0,Chicago,IL,Illinois,6,Orlando,FL,Florida,5
620310,31,4,AA,AA,N978NN,1565,ORD,MCO,0700-0759,1.0,0.0,1005.0,Chicago,IL,Illinois,6,Orlando,FL,Florida,5
620321,31,4,AA,AA,N993NN,1574,ATL,ORD,0700-0759,1.0,0.0,606.0,Atlanta,GA,Georgia,5,Chicago,IL,Illinois,6
620322,31,4,AA,AA,N993NN,1574,ATL,ORD,0700-0759,1.0,0.0,606.0,Atlanta,GA,Georgia,5,Chicago,IL,Illinois,6
620362,31,4,AA,AA,N925NN,985,DCA,ORD,1200-1259,1.0,0.0,612.0,Washington DC ,DC,District of Columbia,5,Chicago,IL,Illinois,6
620363,31,4,AA,AA,N925NN,985,DCA,ORD,1200-1259,1.0,0.0,612.0,Washington DC ,DC,District of Columbia,5,Chicago,IL,Illinois,6
620364,31,4,AA,AA,N925NN,985,ORD,DCA,0800-0859,1.0,0.0,612.0,Chicago,IL,Illinois,6,Washington DC ,DC,District of Columbia,5
620365,31,4,AA,AA,N925NN,985,ORD,DCA,0800-0859,1.0,0.0,612.0,Chicago,IL,Illinois,6,Washington DC ,DC,District of Columbia,5
620366,31,4,AA,AA,N93003,998,MSP,ORD,0900-0959,1.0,0.0,334.0,Minneapolis,MN,Minnesota,6,Chicago,IL,Illinois,6
620367,31,4,AA,AA,N93003,998,MSP,ORD,0900-0959,1.0,0.0,334.0,Minneapolis,MN,Minnesota,6,Chicago,IL,Illinois,6
620368,31,4,AA,AA,N93003,998,ORD,MSP,0700-0759,1.0,0.0,334.0,Chicago,IL,Illinois,6,Minneapolis,MN,Minnesota,6
620369,31,4,AA,AA,N93003,998,ORD,MSP,0700-0759,1.0,0.0,334.0,Chicago,IL,Illinois,6,Minneapolis,MN,Minnesota,6
620371,31,4,AA,AA,N934NN,1002,ORD,DCA,0900-0959,1.0,0.0,612.0,Chicago,IL,Illinois,6,Washington DC ,DC,District of Columbia,5
620372,31,4,AA,AA,N934NN,1002,ORD,DCA,0900-0959,1.0,0.0,612.0,Chicago,IL,Illinois,6,Washington DC ,DC,District of Columbia,5
620373,31,4,AA,AA,N879NN,1003,STL,ORD,0700-0759,1.0,0.0,258.0,St. Louis,MO,Missouri,6,Chicago,IL,Illinois,6
620374,31,4,AA,AA,N879NN,1003,STL,ORD,0700-0759,1.0,0.0,258.0,St. Louis,MO,Missouri,6,Chicago,IL,Illinois,6
620384,31,4,AA,AA,N932AN,1017,CLT,ORD,1600-1659,1.0,0.0,599.0,Charlotte,NC,North Carolina,5,Chicago,IL,Illinois,6
620385,31,4,AA,AA,N932AN,1017,CLT,ORD,1600-1659,1.0,0.0,599.0,Charlotte,NC,North Carolina,5,Chicago,IL,Illinois,6
620390,31,4,AA,AA,N119NN,1021,ORD,LAX,1000-1059,1.0,0.0,1744.0,Chicago,IL,Illinois,6,Los Angeles,CA,California,8
620391,31,4,AA,AA,N119NN,1021,ORD,LAX,1000-1059,1.0,0.0,1744.0,Chicago,IL,Illinois,6,Los Angeles,CA,California,8
620402,31,4,AA,AA,N961NN,1033,ORD,DCA,0600-0659,1.0,0.0,612.0,Chicago,IL,Illinois,6,Washington DC ,DC,District of Columbia,5
620403,31,4,AA,AA,N961NN,1033,ORD,DCA,0600-0659,1.0,0.0,612.0,Chicago,IL,Illinois,6,Washington DC ,DC,District of Columbia,5
620412,31,4,AA,AA,N953AN,1045,ORD,SEA,1000-1059,1.0,0.0,1721.0,Chicago,IL,Illinois,6,Seattle,WA,Washington,8
620413,31,4,AA,AA,N953AN,1045,ORD,SEA,1000-1059,1.0,0.0,1721.0,Chicago,IL,Illinois,6,Seattle,WA,Washington,8
620414,31,4,AA,AA,N926NN,1045,SEA,ORD,1300-1359,1.0,0.0,1721.0,Seattle,WA,Washington,8,Chicago,IL,Illinois,6
620415,31,4,AA,AA,N926NN,1045,SEA,ORD,1300-1359,1.0,0.0,1721.0,Seattle,WA,Washington,8,Chicago,IL,Illinois,6
620419,31,4,AA,AA,N944AN,1049,EWR,ORD,0800-0859,1.0,0.0,719.0,Newark,NJ,New Jersey,5,Chicago,IL,Illinois,6
620420,31,4,AA,AA,N944AN,1049,EWR,ORD,0800-0859,1.0,0.0,719.0,Newark,NJ,New Jersey,5,Chicago,IL,Illinois,6
620421,31,4,AA,AA,N346PR,1050,DCA,ORD,1100-1159,1.0,0.0,612.0,Washington DC ,DC,District of Columbia,5,Chicago,IL,Illinois,6
620422,31,4,AA,AA,N346PR,1050,DCA,ORD,1100-1159,1.0,0.0,612.0,Washington DC ,DC,District of Columbia,5,Chicago,IL,Illinois,6
620423,31,4,AA,AA,N993NN,1051,ORD,SNA,0900-0959,1.0,0.0,1726.0,Chicago,IL,Illinois,6,Orange County,CA,California,8
620424,31,4,AA,AA,N993NN,1051,ORD,SNA,0900-0959,1.0,0.0,1726.0,Chicago,IL,Illinois,6,Orange County,CA,California,8
620437,31,4,AA,AA,N981NN,1062,ORD,STL,1800-1859,1.0,0.0,258.0,Chicago,IL,Illinois,6,St. Louis,MO,Missouri,6
620438,31,4,AA,AA,N981NN,1062,ORD,STL,1800-1859,1.0,0.0,258.0,Chicago,IL,Illinois,6,St. Louis,MO,Missouri,6
620447,31,4,AA,AA,N354PT,1072,ORD,SLC,0900-0959,1.0,0.0,1250.0,Chicago,IL,Illinois,6,Salt Lake City,UT,Utah,7
620448,31,4,AA,AA,N354PT,1072,ORD,SLC,0900-0959,1.0,0.0,1250.0,Chicago,IL,Illinois,6,Salt Lake City,UT,Utah,7
620451,31,4,AA,AA,N857NN,1073,ORD,STL,2000-2059,1.0,0.0,258.0,Chicago,IL,Illinois,6,St. Louis,MO,Missouri,6
620452,31,4,AA,AA,N857NN,1073,ORD,STL,2000-2059,1.0,0.0,258.0,Chicago,IL,Illinois,6,St. Louis,MO,Missouri,6
620469,31,4,MQ,MQ,N663AR,3467,ORD,CVG,1800-1859,1.0,0.0,264.0,Chicago,IL,Illinois,6,Cincinnati,OH,Ohio,5
620470,31,4,MQ,MQ,N663AR,3467,ORD,CVG,1800-1859,1.0,0.0,264.0,Chicago,IL,Illinois,6,Cincinnati,OH,Ohio,5
620471,31,4,MQ,MQ,N254NN,3468,ORD,TUL,1600-1659,1.0,0.0,585.0,Chicago,IL,Illinois,6,Tulsa,OK,Oklahoma,6
620472,31,4,MQ,MQ,N254NN,3468,ORD,TUL,1600-1659,1.0,0.0,585.0,Chicago,IL,Illinois,6,Tulsa,OK,Oklahoma,6
620473,31,4,MQ,MQ,N254NN,3468,TUL,ORD,1900-1959,1.0,0.0,585.0,Tulsa,OK,Oklahoma,6,Chicago,IL,Illinois,6
620474,31,4,MQ,MQ,N254NN,3468,TUL,ORD,1900-1959,1.0,0.0,585.0,Tulsa,OK,Oklahoma,6,Chicago,IL,Illinois,6
620483,31,4,MQ,MQ,N923AE,3474,ORD,CMI,0800-0859,1.0,0.0,135.0,Chicago,IL,Illinois,6,Champaign,IL,Illinois,6
620484,31,4,MQ,MQ,N923AE,3474,ORD,CMI,0800-0859,1.0,0.0,135.0,Chicago,IL,Illinois,6,Champaign,IL,Illinois,6
620485,31,4,MQ,MQ,N230NN,3475,ORD,STL,1000-1059,1.0,0.0,258.0,Chicago,IL,Illinois,6,St. Louis,MO,Missouri,6
620486,31,4,MQ,MQ,N230NN,3475,ORD,STL,1000-1059,1.0,0.0,258.0,Chicago,IL,Illinois,6,St. Louis,MO,Missouri,6
620487,31,4,MQ,MQ,N230NN,3475,STL,ORD,1200-1259,1.0,0.0,258.0,St. Louis,MO,Missouri,6,Chicago,IL,Illinois,6
620488,31,4,MQ,MQ,N230NN,3475,STL,ORD,1200-1259,1.0,0.0,258.0,St. Louis,MO,Missouri,6,Chicago,IL,Illinois,6
620492,31,4,MQ,MQ,N527EA,3478,ORD,COU,2200-2259,1.0,0.0,315.0,Chicago,IL,Illinois,6,Columbia,MO,Missouri,6
620493,31,4,MQ,MQ,N527EA,3478,ORD,COU,2200-2259,1.0,0.0,315.0,Chicago,IL,Illinois,6,Columbia,MO,Missouri,6
620494,31,4,MQ,MQ,N232NN,3479,MSN,ORD,0001-0559,1.0,0.0,109.0,Madison,WI,Wisconsin,6,Chicago,IL,Illinois,6
620495,31,4,MQ,MQ,N232NN,3479,MSN,ORD,0001-0559,1.0,0.0,109.0,Madison,WI,Wisconsin,6,Chicago,IL,Illinois,6
620497,31,4,MQ,MQ,N662EH,3481,CMH,ORD,1800-1859,1.0,0.0,296.0,Columbus,OH,Ohio,5,Chicago,IL,Illinois,6
620498,31,4,MQ,MQ,N662EH,3481,CMH,ORD,1800-1859,1.0,0.0,296.0,Columbus,OH,Ohio,5,Chicago,IL,Illinois,6
620507,31,4,MQ,MQ,N678AE,3492,MLI,ORD,1100-1159,1.0,0.0,139.0,Moline,IL,Illinois,6,Chicago,IL,Illinois,6
620508,31,4,MQ,MQ,N678AE,3492,MLI,ORD,1100-1159,1.0,0.0,139.0,Moline,IL,Illinois,6,Chicago,IL,Illinois,6
620509,31,4,MQ,MQ,N678AE,3492,ORD,MLI,1000-1059,1.0,0.0,139.0,Chicago,IL,Illinois,6,Moline,IL,Illinois,6
620510,31,4,MQ,MQ,N678AE,3492,ORD,MLI,1000-1059,1.0,0.0,139.0,Chicago,IL,Illinois,6,Moline,IL,Illinois,6
620531,31,4,MQ,MQ,N932AE,3514,TYS,ORD,0600-0659,1.0,0.0,475.0,Knoxville,TN,Tennessee,5,Chicago,IL,Illinois,6
620532,31,4,MQ,MQ,N932AE,3514,TYS,ORD,0600-0659,1.0,0.0,475.0,Knoxville,TN,Tennessee,5,Chicago,IL,Illinois,6
620534,31,4,MQ,MQ,NONE,3518,EVV,ORD,1600-1659,1.0,0.0,272.0,Evansville,IN,Indiana,6,Chicago,IL,Illinois,6
620535,31,4,MQ,MQ,NONE,3518,EVV,ORD,1600-1659,1.0,0.0,272.0,Evansville,IN,Indiana,6,Chicago,IL,Illinois,6
620536,31,4,MQ,MQ,NONE,3518,ORD,EVV,1500-1559,1.0,0.0,272.0,Chicago,IL,Illinois,6,Evansville,IN,Indiana,6
620537,31,4,MQ,MQ,NONE,3518,ORD,EVV,1500-1559,1.0,0.0,272.0,Chicago,IL,Illinois,6,Evansville,IN,Indiana,6
620539,31,4,MQ,MQ,N837AE,3521,LGA,CLE,0900-0959,1.0,0.0,419.0,New York,NY,New York,5,Cleveland,OH,Ohio,5
620543,31,4,MQ,MQ,N670AE,3529,ATW,ORD,0001-0559,1.0,0.0,161.0,Appleton,WI,Wisconsin,6,Chicago,IL,Illinois,6
620544,31,4,MQ,MQ,N670AE,3529,ATW,ORD,0001-0559,1.0,0.0,161.0,Appleton,WI,Wisconsin,6,Chicago,IL,Illinois,6
620546,31,4,MQ,MQ,N232NN,3533,ORD,CMH,2200-2259,1.0,0.0,296.0,Chicago,IL,Illinois,6,Columbus,OH,Ohio,5
620547,31,4,MQ,MQ,N232NN,3533,ORD,CMH,2200-2259,1.0,0.0,296.0,Chicago,IL,Illinois,6,Columbus,OH,Ohio,5
620548,31,4,MQ,MQ,N532EA,3535,MQT,ORD,0800-0859,1.0,0.0,303.0,Marquette,MI,Michigan,5,Chicago,IL,Illinois,6
620549,31,4,MQ,MQ,N532EA,3535,MQT,ORD,0800-0859,1.0,0.0,303.0,Marquette,MI,Michigan,5,Chicago,IL,Illinois,6
620553,31,4,MQ,MQ,N532EA,3538,ORD,SYR,1100-1159,1.0,0.0,607.0,Chicago,IL,Illinois,6,Syracuse,NY,New York,5
620554,31,4,MQ,MQ,N532EA,3538,ORD,SYR,1100-1159,1.0,0.0,607.0,Chicago,IL,Illinois,6,Syracuse,NY,New York,5
620559,31,4,MQ,MQ,N900AE,3540,SGF,ORD,0001-0559,1.0,0.0,438.0,Springfield,MO,Missouri,6,Chicago,IL,Illinois,6
620560,31,4,MQ,MQ,N900AE,3540,SGF,ORD,0001-0559,1.0,0.0,438.0,Springfield,MO,Missouri,6,Chicago,IL,Illinois,6
620561,31,4,MQ,MQ,N698CB,3541,ORD,CWA,2200-2259,1.0,0.0,213.0,Chicago,IL,Illinois,6,Wausau,WI,Wisconsin,6
620562,31,4,MQ,MQ,N698CB,3541,ORD,CWA,2200-2259,1.0,0.0,213.0,Chicago,IL,Illinois,6,Wausau,WI,Wisconsin,6
620564,31,4,MQ,MQ,N238NN,3544,JAX,ORD,1000-1059,1.0,0.0,864.0,Jacksonville,FL,Florida,5,Chicago,IL,Illinois,6
620565,31,4,MQ,MQ,N238NN,3544,JAX,ORD,1000-1059,1.0,0.0,864.0,Jacksonville,FL,Florida,5,Chicago,IL,Illinois,6
620566,31,4,MQ,MQ,N238NN,3544,ORD,JAX,0600-0659,1.0,0.0,864.0,Chicago,IL,Illinois,6,Jacksonville,FL,Florida,5
620567,31,4,MQ,MQ,N238NN,3544,ORD,JAX,0600-0659,1.0,0.0,864.0,Chicago,IL,Illinois,6,Jacksonville,FL,Florida,5
620570,31,4,MQ,MQ,N858AE,3546,LGA,ROA,1100-1159,1.0,0.0,405.0,New York,NY,New York,5,Roanoke,VA,Virginia,5
620571,31,4,MQ,MQ,N858AE,3546,ROA,LGA,1400-1459,1.0,0.0,405.0,Roanoke,VA,Virginia,5,New York,NY,New York,5
620572,31,4,MQ,MQ,N933JN,3547,ALO,ORD,1300-1359,1.0,0.0,234.0,Waterloo,IA,Iowa,6,Chicago,IL,Illinois,6
620573,31,4,MQ,MQ,N933JN,3547,ALO,ORD,1300-1359,1.0,0.0,234.0,Waterloo,IA,Iowa,6,Chicago,IL,Illinois,6
620574,31,4,MQ,MQ,N618AE,3547,ORD,ALO,1100-1159,1.0,0.0,234.0,Chicago,IL,Illinois,6,Waterloo,IA,Iowa,6
620575,31,4,MQ,MQ,N618AE,3547,ORD,ALO,1100-1159,1.0,0.0,234.0,Chicago,IL,Illinois,6,Waterloo,IA,Iowa,6
620581,31,4,MQ,MQ,N932AE,3556,MDT,ORD,1100-1159,1.0,0.0,594.0,Harrisburg,PA,Pennsylvania,5,Chicago,IL,Illinois,6
620582,31,4,MQ,MQ,N932AE,3556,MDT,ORD,1100-1159,1.0,0.0,594.0,Harrisburg,PA,Pennsylvania,5,Chicago,IL,Illinois,6
620583,31,4,MQ,MQ,N932AE,3556,ORD,MDT,0800-0859,1.0,0.0,594.0,Chicago,IL,Illinois,6,Harrisburg,PA,Pennsylvania,5
620584,31,4,MQ,MQ,N932AE,3556,ORD,MDT,0800-0859,1.0,0.0,594.0,Chicago,IL,Illinois,6,Harrisburg,PA,Pennsylvania,5
620588,31,4,MQ,MQ,N527EA,3559,MEM,ORD,0001-0559,1.0,0.0,491.0,Memphis,TN,Tennessee,6,Chicago,IL,Illinois,6
620589,31,4,MQ,MQ,N527EA,3559,MEM,ORD,0001-0559,1.0,0.0,491.0,Memphis,TN,Tennessee,6,Chicago,IL,Illinois,6
620592,31,4,MQ,MQ,N263NN,3561,ORD,LIT,2000-2059,1.0,0.0,552.0,Chicago,IL,Illinois,6,Little Rock,AR,Arkansas,6
620593,31,4,MQ,MQ,N263NN,3561,ORD,LIT,2000-2059,1.0,0.0,552.0,Chicago,IL,Illinois,6,Little Rock,AR,Arkansas,6
620594,31,4,MQ,MQ,N237NN,3564,ORD,MSN,2200-2259,1.0,0.0,109.0,Chicago,IL,Illinois,6,Madison,WI,Wisconsin,6
620595,31,4,MQ,MQ,N237NN,3564,ORD,MSN,2200-2259,1.0,0.0,109.0,Chicago,IL,Illinois,6,Madison,WI,Wisconsin,6
620597,31,4,MQ,MQ,N232NN,3566,ATL,ORD,1500-1559,1.0,0.0,606.0,Atlanta,GA,Georgia,5,Chicago,IL,Illinois,6
620598,31,4,MQ,MQ,N232NN,3566,ATL,ORD,1500-1559,1.0,0.0,606.0,Atlanta,GA,Georgia,5,Chicago,IL,Illinois,6
620601,31,4,MQ,MQ,N263NN,3567,OMA,ORD,0001-0559,1.0,0.0,416.0,Omaha,NE,Nebraska,6,Chicago,IL,Illinois,6
620602,31,4,MQ,MQ,N263NN,3567,OMA,ORD,0001-0559,1.0,0.0,416.0,Omaha,NE,Nebraska,6,Chicago,IL,Illinois,6
