,DAY_OF_MONTH,DAY_OF_WEEK,OP_UNIQUE_CARRIER,OP_CARRIER,TAIL_NUM,OP_CARRIER_FL_NUM,ORIGIN,DEST,DEP_TIME_BLK,CANCELLED,DIVERTED,DISTANCE,ORIGIN_CITY,ORIGIN_STATE_OR_REGION,ORIGIN_FULL_NAME,GMT_DEP,DEST_CITY,DEST_STATE_OR_REGION,DEST_FULL_NAME,GMT_ARR
617743,31,4,MQ,MQ,N237NN,3407,ORD,BUF,1100-1159,1.0,0.0,473.0,Chicago,IL,Illinois,6,Buffalo,NY,New York,5
617744,31,4,MQ,MQ,N237NN,3407,ORD,BUF,1100-1159,1.0,0.0,473.0,Chicago,IL,Illinois,6,Buffalo,NY,New York,5
617745,31,4,MQ,MQ,N254NN,3408,ORD,CLE,2200-2259,1.0,0.0,315.0,Chicago,IL,Illinois,6,Cleveland,OH,Ohio,5
617746,31,4,MQ,MQ,N254NN,3408,ORD,CLE,2200-2259,1.0,0.0,315.0,Chicago,IL,Illinois,6,Cleveland,OH,Ohio,5
617747,31,4,MQ,MQ,N674RJ,3409,LAN,ORD,1400-1459,1.0,0.0,179.0,Lansing,MI,Michigan,5,Chicago,IL,Illinois,6
617748,31,4,MQ,MQ,N674RJ,3409,LAN,ORD,1400-1459,1.0,0.0,179.0,Lansing,MI,Michigan,5,Chicago,IL,Illinois,6
617749,31,4,MQ,MQ,N674RJ,3409,ORD,LAN,1200-1259,1.0,0.0,179.0,Chicago,IL,Illinois,6,Lansing,MI,Michigan,5
617750,31,4,MQ,MQ,N674RJ,3409,ORD,LAN,1200-1259,1.0,0.0,179.0,Chicago,IL,Illinois,6,Lansing,MI,Michigan,5
617751,31,4,MQ,MQ,N234JW,3410,PVD,ORD,0600-0659,1.0,0.0,849.0,Providence,RI,Rhode Island,5,Chicago,IL,Illinois,6
617752,31,4,MQ,MQ,N234JW,3410,PVD,ORD,0600-0659,1.0,0.0,849.0,Providence,RI,Rhode Island,5,Chicago,IL,Illinois,6
617754,31,4,MQ,MQ,N616AE,3412,IND,ORD,1500-1559,1.0,0.0,177.0,Indianapolis,IN,Indiana,5,Chicago,IL,Illinois,6
617755,31,4,MQ,MQ,N616AE,3412,IND,ORD,1500-1559,1.0,0.0,177.0,Indianapolis,IN,Indiana,5,Chicago,IL,Illinois,6
617756,31,4,MQ,MQ,N694AE,3412,ORD,IND,1300-1359,1.0,0.0,177.0,Chicago,IL,Illinois,6,Indianapolis,IN,Indiana,5
617757,31,4,MQ,MQ,N694AE,3412,ORD,IND,1300-1359,1.0,0.0,177.0,Chicago,IL,Illinois,6,Indianapolis,IN,Indiana,5
617762,31,4,MQ,MQ,N542EA,3415,COU,ORD,1200-1259,1.0,0.0,315.0,Columbia,MO,Missouri,6,Chicago,IL,Illinois,6
617763,31,4,MQ,MQ,N542EA,3415,COU,ORD,1200-1259,1.0,0.0,315.0,Columbia,MO,Missouri,6,Chicago,IL,Illinois,6
617764,31,4,MQ,MQ,N542EA,3415,ORD,COU,1000-1059,1.0,0.0,315.0,Chicago,IL,Illinois,6,Columbia,MO,Missouri,6
617765,31,4,MQ,MQ,N542EA,3415,ORD,COU,1000-1059,1.0,0.0,315.0,Chicago,IL,Illinois,6,Columbia,MO,Missouri,6
617766,31,4,MQ,MQ,N812AE,3416,BNA,LGA,1300-1359,1.0,0.0,764.0,Nashville,TN,Tennessee,6,New York,NY,New York,5
617776,31,4,MQ,MQ,N251NN,3423,CLE,ORD,0600-0659,1.0,0.0,315.0,Cleveland,OH,Ohio,5,Chicago,IL,Illinois,6
617777,31,4,MQ,MQ,N251NN,3423,CLE,ORD,0600-0659,1.0,0.0,315.0,Cleveland,OH,Ohio,5,Chicago,IL,Illinois,6
617778,31,4,MQ,MQ,N676AE,3424,CLE,ORD,1400-1459,1.0,0.0,315.0,Cleveland,OH,Ohio,5,Chicago,IL,Illinois,6
617779,31,4,MQ,MQ,N676AE,3424,CLE,ORD,1400-1459,1.0,0.0,315.0,Cleveland,OH,Ohio,5,Chicago,IL,Illinois,6
617780,31,4,MQ,MQ,N676AE,3424,ORD,CLE,1200-1259,1.0,0.0,315.0,Chicago,IL,Illinois,6,Cleveland,OH,Ohio,5
617781,31,4,MQ,MQ,N676AE,3424,ORD,CLE,1200-1259,1.0,0.0,315.0,Chicago,IL,Illinois,6,Cleveland,OH,Ohio,5
617782,31,4,MQ,MQ,N822AE,3425,PIT,LGA,0001-0559,1.0,0.0,335.0,Pittsburgh,PA,Pennsylvania,5,New York,NY,New York,5
617794,31,4,MQ,MQ,N675AE,3442,CMI,ORD,0700-0759,1.0,0.0,135.0,Champaign,IL,Illinois,6,Chicago,IL,Illinois,6
617795,31,4,MQ,MQ,N675AE,3442,CMI,ORD,0700-0759,1.0,0.0,135.0,Champaign,IL,Illinois,6,Chicago,IL,Illinois,6
617796,31,4,MQ,MQ,N908AE,3443,MHK,ORD,0001-0559,1.0,0.0,501.0,Manhattan,KS,Kansas,6,Chicago,IL,Illinois,6
617797,31,4,MQ,MQ,N908AE,3443,MHK,ORD,0001-0559,1.0,0.0,501.0,Manhattan,KS,Kansas,6,Chicago,IL,Illinois,6
617801,31,4,MQ,MQ,N696AE,3452,AZO,ORD,1100-1159,1.0,0.0,122.0,Kalamazoo,MI,Michigan,5,Chicago,IL,Illinois,6
617802,31,4,MQ,MQ,N696AE,3452,AZO,ORD,1100-1159,1.0,0.0,122.0,Kalamazoo,MI,Michigan,5,Chicago,IL,Illinois,6
617803,31,4,MQ,MQ,N696AE,3452,ORD,AZO,0800-0859,1.0,0.0,122.0,Chicago,IL,Illinois,6,Kalamazoo,MI,Michigan,5
617804,31,4,MQ,MQ,N696AE,3452,ORD,AZO,0800-0859,1.0,0.0,122.0,Chicago,IL,Illinois,6,Kalamazoo,MI,Michigan,5
617805,31,4,MQ,MQ,N664MS,3453,GRR,ORD,1700-1759,1.0,0.0,137.0,Grand Rapids,MI,Michigan,5,Chicago,IL,Illinois,6
617806,31,4,MQ,MQ,N664MS,3453,GRR,ORD,1700-1759,1.0,0.0,137.0,Grand Rapids,MI,Michigan,5,Chicago,IL,Illinois,6
617807,31,4,MQ,MQ,N664MS,3453,ORD,GRR,1500-1559,1.0,0.0,137.0,Chicago,IL,Illinois,6,Grand Rapids,MI,Michigan,5
617808,31,4,MQ,MQ,N664MS,3453,ORD,GRR,1500-1559,1.0,0.0,137.0,Chicago,IL,Illinois,6,Grand Rapids,MI,Michigan,5
617814,31,4,MQ,MQ,N536EA,3456,ALB,ORD,1700-1759,1.0,0.0,723.0,Albany,NY,New York,5,Chicago,IL,Illinois,6
617815,31,4,MQ,MQ,N536EA,3456,ALB,ORD,1700-1759,1.0,0.0,723.0,Albany,NY,New York,5,Chicago,IL,Illinois,6
617816,31,4,MQ,MQ,N536EA,3456,ORD,ALB,1400-1459,1.0,0.0,723.0,Chicago,IL,Illinois,6,Albany,NY,New York,5
617817,31,4,MQ,MQ,N536EA,3456,ORD,ALB,1400-1459,1.0,0.0,723.0,Chicago,IL,Illinois,6,Albany,NY,New York,5
617953,31,4,OH,OH,NONE,5297,TOL,CLT,0600-0659,1.0,0.0,466.0,Toledo,OH,Ohio,5,Charlotte,NC,North Carolina,5
617960,31,4,OH,OH,NONE,5303,CID,CLT,0700-0759,1.0,0.0,742.0,Cedar Rapids,IA,Iowa,6,Charlotte,NC,North Carolina,5
617971,31,4,OH,OH,N262PS,5312,CLT,PIA,1100-1159,1.0,0.0,607.0,Charlotte,NC,North Carolina,5,Peoria,IL,Illinois,6
617972,31,4,OH,OH,N262PS,5312,PIA,CLT,1200-1259,1.0,0.0,607.0,Peoria,IL,Illinois,6,Charlotte,NC,North Carolina,5
618006,31,4,OH,OH,NONE,5054,STL,ORD,1900-1959,1.0,0.0,258.0,St. Louis,MO,Missouri,6,Chicago,IL,Illinois,6
618007,31,4,OH,OH,NONE,5054,STL,ORD,1900-1959,1.0,0.0,258.0,St. Louis,MO,Missouri,6,Chicago,IL,Illinois,6
618044,31,4,OH,OH,N241PS,5090,HVN,PHL,0600-0659,1.0,0.0,157.0,New Haven,CT,Connecticut,5,Philadelphia,PA,Pennsylvania,5
618046,31,4,OH,OH,N592NN,5092,GRR,CLT,0600-0659,1.0,0.0,583.0,Grand Rapids,MI,Michigan,5,Charlotte,NC,North Carolina,5
618094,31,4,OH,OH,N516AE,5127,ORD,STL,0700-0759,1.0,0.0,258.0,Chicago,IL,Illinois,6,St. Louis,MO,Missouri,6
618095,31,4,OH,OH,N516AE,5127,ORD,STL,0700-0759,1.0,0.0,258.0,Chicago,IL,Illinois,6,St. Louis,MO,Missouri,6
618111,31,4,OH,OH,N516AE,5139,DAY,ORD,0001-0559,1.0,0.0,240.0,Dayton,OH,Ohio,5,Chicago,IL,Illinois,6
618112,31,4,OH,OH,N516AE,5139,DAY,ORD,0001-0559,1.0,0.0,240.0,Dayton,OH,Ohio,5,Chicago,IL,Illinois,6
618131,31,4,OH,OH,N518AE,5157,ORD,LEX,0800-0859,1.0,0.0,323.0,Chicago,IL,Illinois,6,Lexington,KY,Kentucky,5
618132,31,4,OH,OH,N518AE,5157,ORD,LEX,0800-0859,1.0,0.0,323.0,Chicago,IL,Illinois,6,Lexington,KY,Kentucky,5
618133,31,4,OH,OH,N720PS,5158,BDL,PHL,1000-1059,1.0,0.0,196.0,Hartford,CT,Connecticut,5,Philadelphia,PA,Pennsylvania,5
618134,31,4,OH,OH,N720PS,5158,PHL,BDL,0800-0859,1.0,0.0,196.0,Philadelphia,PA,Pennsylvania,5,Hartford,CT,Connecticut,5
618139,31,4,OH,OH,NONE,5162,LEX,ORD,0900-0959,1.0,0.0,323.0,Lexington,KY,Kentucky,5,Chicago,IL,Illinois,6
618140,31,4,OH,OH,NONE,5162,LEX,ORD,0900-0959,1.0,0.0,323.0,Lexington,KY,Kentucky,5,Chicago,IL,Illinois,6
618141,31,4,OH,OH,N254PS,5163,PHL,ART,1800-1859,1.0,0.0,287.0,Philadelphia,PA,Pennsylvania,5,Hounsfield,NY,New York,5
618142,31,4,OH,OH,NONE,5164,ART,PHL,0001-0559,1.0,0.0,287.0,Hounsfield,NY,New York,5,Philadelphia,PA,Pennsylvania,5
618163,31,4,OH,OH,N590NN,5185,CLT,GRR,2000-2059,1.0,0.0,583.0,Charlotte,NC,North Carolina,5,Grand Rapids,MI,Michigan,5
618175,31,4,OH,OH,N253PS,5193,PIA,CLT,0600-0659,1.0,0.0,607.0,Peoria,IL,Illinois,6,Charlotte,NC,North Carolina,5
618269,31,4,EV,EV,N15912,4169,CVG,ORD,1600-1659,1.0,0.0,264.0,Cincinnati,OH,Ohio,5,Chicago,IL,Illinois,6
618270,31,4,EV,EV,N15912,4169,CVG,ORD,1600-1659,1.0,0.0,264.0,Cincinnati,OH,Ohio,5,Chicago,IL,Illinois,6
618278,31,4,EV,EV,N29906,4175,MEM,ORD,0800-0859,1.0,0.0,491.0,Memphis,TN,Tennessee,6,Chicago,IL,Illinois,6
618279,31,4,EV,EV,N29906,4175,MEM,ORD,0800-0859,1.0,0.0,491.0,Memphis,TN,Tennessee,6,Chicago,IL,Illinois,6
618280,31,4,EV,EV,N25134,4176,ORD,ORF,1800-1859,1.0,0.0,717.0,Chicago,IL,Illinois,6,Norfolk,VA,Virginia,5
618281,31,4,EV,EV,N25134,4176,ORD,ORF,1800-1859,1.0,0.0,717.0,Chicago,IL,Illinois,6,Norfolk,VA,Virginia,5
618283,31,4,EV,EV,N11535,4180,PVD,ORD,1600-1659,1.0,0.0,849.0,Providence,RI,Rhode Island,5,Chicago,IL,Illinois,6
618284,31,4,EV,EV,N11535,4180,PVD,ORD,1600-1659,1.0,0.0,849.0,Providence,RI,Rhode Island,5,Chicago,IL,Illinois,6
618285,31,4,EV,EV,N783CA,4181,MKE,ORD,1700-1759,1.0,0.0,67.0,Milwaukee,WI,Wisconsin,6,Chicago,IL,Illinois,6
618286,31,4,EV,EV,N783CA,4181,MKE,ORD,1700-1759,1.0,0.0,67.0,Milwaukee,WI,Wisconsin,6,Chicago,IL,Illinois,6
618307,31,4,EV,EV,N905EV,4204,TYS,ORD,0800-0859,1.0,0.0,475.0,Knoxville,TN,Tennessee,5,Chicago,IL,Illinois,6
618308,31,4,EV,EV,N905EV,4204,TYS,ORD,0800-0859,1.0,0.0,475.0,Knoxville,TN,Tennessee,5,Chicago,IL,Illinois,6
618310,31,4,EV,EV,N860AS,4206,ORD,ABE,1400-1459,1.0,0.0,654.0,Chicago,IL,Illinois,6,Allentown,PA,Pennsylvania,5
618311,31,4,EV,EV,N860AS,4206,ORD,ABE,1400-1459,1.0,0.0,654.0,Chicago,IL,Illinois,6,Allentown,PA,Pennsylvania,5
618313,31,4,EV,EV,N29906,4209,ORD,BTV,1400-1459,1.0,0.0,763.0,Chicago,IL,Illinois,6,Burlington,VT,Vermont,5
618314,31,4,EV,EV,N29906,4209,ORD,BTV,1400-1459,1.0,0.0,763.0,Chicago,IL,Illinois,6,Burlington,VT,Vermont,5
618323,31,4,EV,EV,N881AS,4219,ORD,TUL,1900-1959,1.0,0.0,585.0,Chicago,IL,Illinois,6,Tulsa,OK,Oklahoma,6
618324,31,4,EV,EV,N881AS,4219,ORD,TUL,1900-1959,1.0,0.0,585.0,Chicago,IL,Illinois,6,Tulsa,OK,Oklahoma,6
618337,31,4,EV,EV,N781CA,4238,ORD,COU,1900-1959,1.0,0.0,315.0,Chicago,IL,Illinois,6,Columbia,MO,Missouri,6
618338,31,4,EV,EV,N781CA,4238,ORD,COU,1900-1959,1.0,0.0,315.0,Chicago,IL,Illinois,6,Columbia,MO,Missouri,6
618344,31,4,EV,EV,N868AS,4245,ORD,BHM,1200-1259,1.0,0.0,583.0,Chicago,IL,Illinois,6,Birmingham,AL,Alabama,6
618345,31,4,EV,EV,N868AS,4245,ORD,BHM,1200-1259,1.0,0.0,583.0,Chicago,IL,Illinois,6,Birmingham,AL,Alabama,6
618347,31,4,EV,EV,N905EV,4247,ORD,DSM,1000-1059,1.0,0.0,299.0,Chicago,IL,Illinois,6,Des Moines,IA,Iowa,6
618348,31,4,EV,EV,N905EV,4247,ORD,DSM,1000-1059,1.0,0.0,299.0,Chicago,IL,Illinois,6,Des Moines,IA,Iowa,6
618351,31,4,F9,F9,NONE,410,ORD,JAX,1000-1059,1.0,0.0,864.0,Chicago,IL,Illinois,6,Jacksonville,FL,Florida,5
618352,31,4,F9,F9,NONE,410,ORD,JAX,1000-1059,1.0,0.0,864.0,Chicago,IL,Illinois,6,Jacksonville,FL,Florida,5
618353,31,4,F9,F9,NONE,411,ORD,DEN,0700-0759,1.0,0.0,888.0,Chicago,IL,Illinois,6,Denver,CO,Colorado,7
618354,31,4,F9,F9,NONE,411,ORD,DEN,0700-0759,1.0,0.0,888.0,Chicago,IL,Illinois,6,Denver,CO,Colorado,7
618355,31,4,F9,F9,NONE,413,JAX,ORD,1500-1559,1.0,0.0,864.0,Jacksonville,FL,Florida,5,Chicago,IL,Illinois,6
618356,31,4,F9,F9,NONE,413,JAX,ORD,1500-1559,1.0,0.0,864.0,Jacksonville,FL,Florida,5,Chicago,IL,Illinois,6
618357,31,4,F9,F9,NONE,459,MSP,DEN,0001-0559,1.0,0.0,680.0,Minneapolis,MN,Minnesota,6,Denver,CO,Colorado,7
618358,31,4,F9,F9,NONE,850,JAX,TTN,0900-0959,1.0,0.0,777.0,Jacksonville,FL,Florida,5,Ewing Township,NJ,New Jersey,5
618359,31,4,F9,F9,NONE,851,TTN,JAX,0600-0659,1.0,0.0,777.0,Ewing Township,NJ,New Jersey,5,Jacksonville,FL,Florida,5
618360,31,4,F9,F9,NONE,930,MKE,RSW,0600-0659,1.0,0.0,1183.0,Milwaukee,WI,Wisconsin,6,Fort Myers,FL,Florida,5
618361,31,4,F9,F9,NONE,1040,MCO,BUF,1300-1359,1.0,0.0,1011.0,Orlando,FL,Florida,5,Buffalo,NY,New York,5
618362,31,4,F9,F9,NONE,1041,BUF,MCO,1700-1759,1.0,0.0,1011.0,Buffalo,NY,New York,5,Orlando,FL,Florida,5
618363,31,4,F9,F9,NONE,1074,GRR,MCO,1200-1259,1.0,0.0,1024.0,Grand Rapids,MI,Michigan,5,Orlando,FL,Florida,5
618364,31,4,F9,F9,NONE,1075,MCO,GRR,0800-0859,1.0,0.0,1024.0,Orlando,FL,Florida,5,Grand Rapids,MI,Michigan,5
618365,31,4,F9,F9,NONE,1154,ORD,MCO,0800-0859,1.0,0.0,1005.0,Chicago,IL,Illinois,6,Orlando,FL,Florida,5
618366,31,4,F9,F9,NONE,1154,ORD,MCO,0800-0859,1.0,0.0,1005.0,Chicago,IL,Illinois,6,Orlando,FL,Florida,5
618367,31,4,F9,F9,NONE,1426,PHX,ORD,1700-1759,1.0,0.0,1440.0,Phoenix,AZ,Arizona,7,Chicago,IL,Illinois,6
618368,31,4,F9,F9,NONE,1426,PHX,ORD,1700-1759,1.0,0.0,1440.0,Phoenix,AZ,Arizona,7,Chicago,IL,Illinois,6
618369,31,4,F9,F9,NONE,1427,ORD,PHX,1300-1359,1.0,0.0,1440.0,Chicago,IL,Illinois,6,Phoenix,AZ,Arizona,7
618370,31,4,F9,F9,NONE,1427,ORD,PHX,1300-1359,1.0,0.0,1440.0,Chicago,IL,Illinois,6,Phoenix,AZ,Arizona,7
618371,31,4,F9,F9,NONE,1438,ORD,RSW,0001-0559,1.0,0.0,1120.0,Chicago,IL,Illinois,6,Fort Myers,FL,Florida,5
618372,31,4,F9,F9,NONE,1438,ORD,RSW,0001-0559,1.0,0.0,1120.0,Chicago,IL,Illinois,6,Fort Myers,FL,Florida,5
618373,31,4,F9,F9,NONE,1439,RSW,ORD,1000-1059,1.0,0.0,1120.0,Fort Myers,FL,Florida,5,Chicago,IL,Illinois,6
618374,31,4,F9,F9,NONE,1439,RSW,ORD,1000-1059,1.0,0.0,1120.0,Fort Myers,FL,Florida,5,Chicago,IL,Illinois,6
618375,31,4,F9,F9,NONE,1446,ORD,TPA,0600-0659,1.0,0.0,1011.0,Chicago,IL,Illinois,6,Tampa,FL,Florida,5
618376,31,4,F9,F9,NONE,1446,ORD,TPA,0600-0659,1.0,0.0,1011.0,Chicago,IL,Illinois,6,Tampa,FL,Florida,5
618377,31,4,F9,F9,NONE,1810,RSW,BUF,1100-1159,1.0,0.0,1144.0,Fort Myers,FL,Florida,5,Buffalo,NY,New York,5
618378,31,4,F9,F9,NONE,1811,BUF,RSW,1500-1559,1.0,0.0,1144.0,Buffalo,NY,New York,5,Fort Myers,FL,Florida,5
618379,31,4,F9,F9,NONE,2414,CLE,PHX,0600-0659,1.0,0.0,1737.0,Cleveland,OH,Ohio,5,Phoenix,AZ,Arizona,7
618881,31,4,EV,EV,N11164,4108,GSP,ORD,1000-1059,1.0,0.0,577.0,Greenville,SC,South Carolina,5,Chicago,IL,Illinois,6
618882,31,4,EV,EV,N11164,4108,GSP,ORD,1000-1059,1.0,0.0,577.0,Greenville,SC,South Carolina,5,Chicago,IL,Illinois,6
618896,31,4,EV,EV,N13975,4122,RIC,ORD,1300-1359,1.0,0.0,642.0,Richmond,VA,Virginia,5,Chicago,IL,Illinois,6
618897,31,4,EV,EV,N13975,4122,RIC,ORD,1300-1359,1.0,0.0,642.0,Richmond,VA,Virginia,5,Chicago,IL,Illinois,6
618908,31,4,EV,EV,N11551,4136,ORD,MKE,1100-1159,1.0,0.0,67.0,Chicago,IL,Illinois,6,Milwaukee,WI,Wisconsin,6
618909,31,4,EV,EV,N11551,4136,ORD,MKE,1100-1159,1.0,0.0,67.0,Chicago,IL,Illinois,6,Milwaukee,WI,Wisconsin,6
618910,31,4,EV,EV,N11189,4138,ORD,SAV,1800-1859,1.0,0.0,773.0,Chicago,IL,Illinois,6,Savannah,GA,Georgia,5
618911,31,4,EV,EV,N11189,4138,ORD,SAV,1800-1859,1.0,0.0,773.0,Chicago,IL,Illinois,6,Savannah,GA,Georgia,5
618923,31,4,EV,EV,N868AS,4151,BHM,ORD,1500-1559,1.0,0.0,583.0,Birmingham,AL,Alabama,6,Chicago,IL,Illinois,6
618924,31,4,EV,EV,N868AS,4151,BHM,ORD,1500-1559,1.0,0.0,583.0,Birmingham,AL,Alabama,6,Chicago,IL,Illinois,6
618925,31,4,EV,EV,N909EV,4154,FSD,ORD,0600-0659,1.0,0.0,463.0,Sioux Falls,SD,South Dakota,6,Chicago,IL,Illinois,6
618926,31,4,EV,EV,N909EV,4154,FSD,ORD,0600-0659,1.0,0.0,463.0,Sioux Falls,SD,South Dakota,6,Chicago,IL,Illinois,6
618955,31,4,YX,YX,N132HQ,4382,ROC,CLT,0001-0559,1.0,0.0,573.0,Rochester,NY,New York,5,Charlotte,NC,North Carolina,5
619032,31,4,YX,YX,NONE,4447,DTW,LGA,0600-0659,1.0,0.0,502.0,Detroit,MI,Michigan,5,New York,NY,New York,5
619076,31,4,YX,YX,NONE,4483,BUF,PHL,0001-0559,1.0,0.0,279.0,Buffalo,NY,New York,5,Philadelphia,PA,Pennsylvania,5
619119,31,4,9E,9E,N301PQ,3460,ROC,MSP,0600-0659,1.0,0.0,783.0,Rochester,NY,New York,5,Minneapolis,MN,Minnesota,6
619137,31,4,9E,9E,N602LR,3475,BUF,JFK,0001-0559,1.0,0.0,301.0,Buffalo,NY,New York,5,New York,NY,New York,5
619182,31,4,9E,9E,N136EV,5016,BUF,BOS,0600-0659,1.0,0.0,395.0,Buffalo,NY,New York,5,Boston,MA,Massachusetts,5
619185,31,4,9E,9E,N228PQ,5020,BOS,BUF,1300-1359,1.0,0.0,395.0,Boston,MA,Massachusetts,5,Buffalo,NY,New York,5
619196,31,4,9E,9E,N927XJ,5028,BOS,PHL,0600-0659,1.0,0.0,280.0,Boston,MA,Massachusetts,5,Philadelphia,PA,Pennsylvania,5
619205,31,4,9E,9E,N927XJ,5038,BOS,PHL,1000-1059,1.0,0.0,280.0,Boston,MA,Massachusetts,5,Philadelphia,PA,Pennsylvania,5
619236,31,4,9E,9E,N228PQ,5066,PIT,BOS,0600-0659,1.0,0.0,496.0,Pittsburgh,PA,Pennsylvania,5,Boston,MA,Massachusetts,5
619243,31,4,9E,9E,N927XJ,5073,PHL,BOS,0800-0859,1.0,0.0,280.0,Philadelphia,PA,Pennsylvania,5,Boston,MA,Massachusetts,5
619461,31,4,NK,NK,N625NK,224,ORD,LGA,0001-0559,1.0,0.0,733.0,Chicago,IL,Illinois,6,New York,NY,New York,5
619462,31,4,NK,NK,N625NK,224,ORD,LGA,0001-0559,1.0,0.0,733.0,Chicago,IL,Illinois,6,New York,NY,New York,5
619527,31,4,NK,NK,N668NK,342,MSP,DTW,1900-1959,1.0,0.0,528.0,Minneapolis,MN,Minnesota,6,Detroit,MI,Michigan,5
619528,31,4,NK,NK,N668NK,342,PHX,MSP,1300-1359,1.0,0.0,1276.0,Phoenix,AZ,Arizona,7,Minneapolis,MN,Minnesota,6
619529,31,4,NK,NK,N668NK,345,DTW,MSP,0800-0859,1.0,0.0,528.0,Detroit,MI,Michigan,5,Minneapolis,MN,Minnesota,6
619530,31,4,NK,NK,N668NK,345,MSP,PHX,1000-1059,1.0,0.0,1276.0,Minneapolis,MN,Minnesota,6,Phoenix,AZ,Arizona,7
619557,31,4,9E,9E,N294PQ,5248,BUF,LGA,0001-0559,1.0,0.0,292.0,Buffalo,NY,New York,5,New York,NY,New York,5
619566,31,4,9E,9E,N315PQ,5256,LGA,BUF,1500-1559,1.0,0.0,292.0,New York,NY,New York,5,Buffalo,NY,New York,5
619568,31,4,9E,9E,N315PQ,5258,BUF,LGA,1700-1759,1.0,0.0,292.0,Buffalo,NY,New York,5,New York,NY,New York,5
619737,31,4,AA,AA,N748UW,739,PHX,ORD,0900-0959,1.0,0.0,1440.0,Phoenix,AZ,Arizona,7,Chicago,IL,Illinois,6
619738,31,4,AA,AA,N748UW,739,PHX,ORD,0900-0959,1.0,0.0,1440.0,Phoenix,AZ,Arizona,7,Chicago,IL,Illinois,6
619763,31,4,AA,AA,N977UY,767,ORD,PHL,0001-0559,1.0,0.0,678.0,Chicago,IL,Illinois,6,Philadelphia,PA,Pennsylvania,5
619764,31,4,AA,AA,N977UY,767,ORD,PHL,0001-0559,1.0,0.0,678.0,Chicago,IL,Illinois,6,Philadelphia,PA,Pennsylvania,5
619795,31,4,AA,AA,N959UW,794,BOS,PHL,1200-1259,1.0,0.0,280.0,Boston,MA,Massachusetts,5,Philadelphia,PA,Pennsylvania,5
619796,31,4,AA,AA,N950UW,794,PHL,BOS,0900-0959,1.0,0.0,280.0,Philadelphia,PA,Pennsylvania,5,Boston,MA,Massachusetts,5
619797,31,4,AA,AA,N155UW,795,BOS,ORD,1900-1959,1.0,0.0,867.0,Boston,MA,Massachusetts,5,Chicago,IL,Illinois,6
619798,31,4,AA,AA,N155UW,795,BOS,ORD,1900-1959,1.0,0.0,867.0,Boston,MA,Massachusetts,5,Chicago,IL,Illinois,6
619799,31,4,AA,AA,N155UW,795,ORD,BOS,1500-1559,1.0,0.0,867.0,Chicago,IL,Illinois,6,Boston,MA,Massachusetts,5
619800,31,4,AA,AA,N155UW,795,ORD,BOS,1500-1559,1.0,0.0,867.0,Chicago,IL,Illinois,6,Boston,MA,Massachusetts,5
619857,31,4,AA,AA,N173US,864,ORD,CLT,1300-1359,1.0,0.0,599.0,Chicago,IL,Illinois,6,Charlotte,NC,North Carolina,5
619858,31,4,AA,AA,N173US,864,ORD,CLT,1300-1359,1.0,0.0,599.0,Chicago,IL,Illinois,6,Charlotte,NC,North Carolina,5
619870,31,4,AA,AA,N854NN,2250,ORD,BDL,0600-0659,1.0,0.0,783.0,Chicago,IL,Illinois,6,Hartford,CT,Connecticut,5
619871,31,4,AA,AA,N854NN,2250,ORD,BDL,0600-0659,1.0,0.0,783.0,Chicago,IL,Illinois,6,Hartford,CT,Connecticut,5
619883,31,4,AA,AA,N70020,2259,DTW,ORD,0700-0759,1.0,0.0,235.0,Detroit,MI,Michigan,5,Chicago,IL,Illinois,6
619884,31,4,AA,AA,N70020,2259,DTW,ORD,0700-0759,1.0,0.0,235.0,Detroit,MI,Michigan,5,Chicago,IL,Illinois,6
619887,31,4,AA,AA,N920AN,2264,ORD,BOS,1000-1059,1.0,0.0,867.0,Chicago,IL,Illinois,6,Boston,MA,Massachusetts,5
619888,31,4,AA,AA,N920AN,2264,ORD,BOS,1000-1059,1.0,0.0,867.0,Chicago,IL,Illinois,6,Boston,MA,Massachusetts,5
619925,31,4,AA,AA,N989NN,2302,LGA,ORD,1000-1059,1.0,0.0,733.0,New York,NY,New York,5,Chicago,IL,Illinois,6
619926,31,4,AA,AA,N989NN,2302,LGA,ORD,1000-1059,1.0,0.0,733.0,New York,NY,New York,5,Chicago,IL,Illinois,6
619927,31,4,AA,AA,N920NN,2302,ORD,LGA,1300-1359,1.0,0.0,733.0,Chicago,IL,Illinois,6,New York,NY,New York,5
619928,31,4,AA,AA,N920NN,2302,ORD,LGA,1300-1359,1.0,0.0,733.0,Chicago,IL,Illinois,6,New York,NY,New York,5
619943,31,4,AA,AA,N958NN,2315,ORD,PIT,1600-1659,1.0,0.0,413.0,Chicago,IL,Illinois,6,Pittsburgh,PA,Pennsylvania,5
619944,31,4,AA,AA,N958NN,2315,ORD,PIT,1600-1659,1.0,0.0,413.0,Chicago,IL,Illinois,6,Pittsburgh,PA,Pennsylvania,5
619945,31,4,AA,AA,N958NN,2315,PIT,ORD,2000-2059,1.0,0.0,413.0,Pittsburgh,PA,Pennsylvania,5,Chicago,IL,Illinois,6
619946,31,4,AA,AA,N958NN,2315,PIT,ORD,2000-2059,1.0,0.0,413.0,Pittsburgh,PA,Pennsylvania,5,Chicago,IL,Illinois,6
